path,bundle_referenced,documented,documented_methods,inventory_names,runtime_api_executed,http_status,business_status,classification,classification_basis
/admin/promo/tpg/bonus/insert,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/tpg/bonus/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/turntable/reward/give/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/turntable/reward/give/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/turntable/reward/goods/insert,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/turntable/reward/goods/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/turntable/reward/goods/update,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/turntable/reward/lottery/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/turntable/reward/lottery/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/turntable/reward/menu/clear,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/update,YES,YES,POST,活动编辑,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/vip/daily/loss/export,YES,YES,GET,每日负盈利活动记录-导出-aliang,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/vip/daily/loss/list,YES,YES,GET,每日负盈利活动记录-aliang,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/vip/half/moon/export,YES,YES,GET,半月礼金活动记录-导出-aliang,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/vip/half/moon/list,YES,YES,GET,半月礼金活动记录列表-aliang,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/vip/log/export,YES,YES,GET,奖励表-导出-aliang,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/vip/log/list,YES,YES,GET,奖励表列表-aliang,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/vip/sign/in/export,YES,YES,GET,每日签到导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/vip/sign/in/list,YES,YES,GET,每日签到列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/world/cup/bti/cancel,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/world/cup/bti/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/world/cup/bti/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/world/cup/bti/retry,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/world/cup/bti/sync,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/world/cup/rank,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/rechargeCard/listForSelect,YES,YES,GET,获取充值卡下拉列表-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/record/bet,YES,YES,POST,游戏记录-wesley,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/record/game,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/reports/agency,YES,YES,GET,代理统计报表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/agency/export,YES,YES,GET,代理统计导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/balance,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/reports/bi/basic,YES,YES,GET,首页BI,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/bi/chart,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/reports/bi/gnode,YES,YES,GET,首页,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/channel,YES,YES,GET,渠道报表-todo | 渠道报表导出-todo | 渠道日报表-sandy,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/channel/detail,YES,YES,GET,渠道报表明细-todo | 渠道日报表明细-wesley,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/channel/detail/export,YES,YES,GET,渠道报表明细导出-todo | 渠道日报表明细导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/channel/export,YES,YES,GET,渠道日报表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/daily,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/reports/game,YES,YES,GET,游戏报表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/game/adjust,YES,YES,POST,游戏报表校准,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/game/export,YES,YES,GET,游戏报表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/game/node,YES,YES,GET,游戏线路报表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/game/node/export,YES,YES,GET,游戏线路报表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/gameclass,YES,YES,GET,游戏类型报表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/gameclass/export,YES,YES,GET,游戏类型报表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/gameclass/node,YES,YES,GET,游戏类型线路报表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/gameclass/node/export,YES,YES,GET,游戏类型线路报表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/gnode,YES,YES,GET,业绩管理,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/invite,YES,YES,GET,邀请统计--列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/invite/detail,YES,YES,GET,邀请统计--查看,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/invite/detail/export,YES,YES,GET,邀请统计--查看--导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/invite/export,YES,YES,GET,邀请统计--导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/member,YES,YES,GET,个人统计--列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/member-daily-game/aggregate,YES,YES,GET,会员每日游戏报表--汇总列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/member-daily-game/aggregate/export,YES,YES,GET,会员每日游戏报表--汇总导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/member-daily-game/detail,YES,YES,GET,会员每日游戏报表--每日明细,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/member/detail,YES,YES,GET,个人统计--查看,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/member/detail/export,YES,YES,GET,个人统计--查看--导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/member/export,YES,YES,GET,个人统计--导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/platform,YES,YES,GET,厂商业绩报表--yasser,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/profit,YES,YES,GET,平台业绩报表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/profit/export,YES,YES,GET,平台业绩报表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/provider/order/compare/daily,YES,YES,GET,列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/reg,YES,YES,GET,新增用户报表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/reg/detail,YES,YES,GET,新增用户详情报表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/reg/detail/export,YES,YES,GET,新增用户详情报表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/reg/export,YES,YES,GET,新增用户报表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/venue,YES,YES,GET,厂商报表 | 场馆业绩报表--yasser,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/venue/export,YES,YES,GET,厂商报表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/venue/node,YES,YES,GET,厂商线路报表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/reports/venue/node/export,YES,YES,GET,厂商线路报表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/shop/gs/list,YES,YES,GET,门店列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/shop/gs/update,YES,YES,POST,更新场馆状态,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/sms/auth,YES,YES,GET,短信验证码查看,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/sms/conf/list,YES,YES,GET,短信配置,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/sms/conf/sort,YES,YES,POST,短信排序更新,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/sms/conf/state,YES,YES,POST,短信状态更新,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/sms/list,YES,YES,GET,短信列表-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/superior/log,YES,YES,GET,会员转线log,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/superior/one,YES,YES,GET,代理查询,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/superior/update,YES,YES,POST,会员转线,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/sys/config/compliance/detail,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/sys/config/compliance/status,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/sys/config/compliance/update,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/sys/config/deposit/multiple/list,YES,YES,GET,平台充值倍率列表-aliang,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/sys/config/deposit/multiple/log,YES,YES,GET,平台充值倍率异动记录-aliang,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/sys/config/deposit/multiple/update,YES,YES,POST,平台充值倍率更新-aliang,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/sys/config/gnode/submit,YES,YES,POST,集成参数提交,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/sys/config/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/sys/config/set,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/sys/config/update,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/todo/reminder,YES,YES,GET,待办事项提示器-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/trd/list,YES,YES,GET,列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/trd/update,YES,YES,POST,修改,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/user/insert,YES,YES,POST,新增账户-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/user/list,YES,YES,GET,后台账户列表-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/user/update,YES,YES,POST,修改账户信息-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/user/update/password,YES,YES,POST,后台员工修改密码,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/vip/config/comparison,YES,YES,GET,获取XP对照表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/vip/config/edit,YES,YES,POST,配置编辑,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/vip/config/listv2,YES,YES,GET,配置列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/vip/level/detail,YES,YES,GET,VIP配置详情-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/vip/level/list,YES,YES,GET,VIP配置列表-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/vip/level/range/detail,YES,YES,GET,VIP等级区间详情-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/vip/level/update,YES,YES,POST,VIP配置编辑-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/vip/xp/export,YES,YES,GET,导出xp成长日志 - felix,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/vip/xp/list,YES,YES,GET,xp成长日志 - felix,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/whiteList/delete,YES,YES,GET,删除白名单 --yasser,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/whiteList/insert,YES,YES,POST,新增白名单 --yasser,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/whiteList/list,YES,YES,GET,白名单列表 --yasser,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/whiteList/update,YES,YES,POST,更新白名单 --yasser,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
